id,ident,type,name,latitude_deg,longitude_deg,scheduled_service
323895,JP-0033,heliport,Camp Bibai JGSDF Heliport,43.305482,141.873791,no
323896,JP-0034,heliport,Camp Iwamizawa JGSDF Helipad,43.213724,141.801213,no
323899,JP-0037,heliport,Camp Takikawa JGSDF Heliport,43.574863,141.905027,no
323901,JP-0038,heliport,Camp Rumoi JGSDF Heliport,43.932779,141.667504,no
323904,JP-0040,heliport,Camp Engaru JGSDF Heliport,44.054456,143.544855,no
323905,JP-0041,heliport,Abashiri Sub Base JASDF Heliport,44.079566,144.230415,no
323906,JP-0042,heliport,Camp Bihoro JGSDF Heliport,43.821135,144.161164,no
323941,JP-0043,heliport,Vice Camp JGSDF Shibetsu Heliport,43.652708,145.12363,no
323942,JP-0044,heliport,Camp Nemuro Sub Base JASDF Heliport,43.31777,145.603641,no
323943,JP-0045,heliport,Yausubetsu Exercise Area JGSDF Heliport,43.297435,144.989716,no
323944,JP-0046,heliport,Camp Kushiro JGSDF Heliport,43.013395,144.455393,no
323948,JP-0047,heliport,Vice Camp Ashoro JGSDF Heliport,43.248532,143.600197,no
323953,JP-0049,heliport,Camp Shikaoi JGSDF Heliport,43.145508,142.996176,no
323955,JP-0050,heliport,Tokachi Heliport,42.895051,143.165127,no
323956,JP-0051,heliport,Erimo Sub Base JASDF Heliport,41.960427,143.226607,no
323960,JP-0053,heliport,Vice Camp Hidaka JGSDF Heliport,42.896362,142.519547,no
323961,JP-0054,heliport,Camp Shizunai JGSDF Heliport,42.306156,142.442058,no
323962,JP-0055,heliport,Camp Shizunai JGSDF Main Heliport,42.309764,142.441667,no
323963,JP-0056,heliport,Camp Kita-Eniwa JGSDF Heliport,42.89017,141.560911,no
323964,JP-0057,heliport,Eniwa Exercise Area JGSDF Heliport,42.822809,141.614335,no
323966,JP-0059,heliport,Camp Shimamatsu JGSDF Heliport,42.911721,141.555209,no
323976,JP-0060,heliport,Sapporo Dome Helipad,43.01395,141.40691,no
323986,JP-0061,heliport,Hokkaido Medical Center for Child Health & Rehabilitation Helipad,43.1282367,141.2108203,no
323987,JP-0062,heliport,Teine Keijinkai Hospital Helipad,43.121811,141.243681,no
323988,JP-0063,heliport,Sapporo Medical University Hospital Helipad,43.054774,141.333202,no
323990,JP-0064,heliport,Japanese Red Cross Ashikawa Hospital Helipad,43.770178,142.348765,no
323991,JP-0065,heliport,Kitami Red Cross Hospital Helipad,43.808356,143.894965,no
323995,JP-0066,heliport,Aikoku Heliport,43.02899,144.401978,no
323996,JP-0067,heliport,Hakodate Municipal Hospital Helipad,41.805464,140.730255,no
323998,JP-0068,heliport,Kushiro City General Hospital Helipad,42.976295,144.403506,no
323999,JP-0069,heliport,Kushiro Rosai Hospital Helipad,43.006038,144.385261,no
324000,JP-0070,heliport,Kushiro Takanosai Memorial Hospital Helipad,43.029277,144.397256,no
324012,JP-0071,heliport,Camp Asahikawa Helipad,43.7953,142.370018,no
324453,JP-0072,heliport,Taoka Hospital Helipad (rooftop),34.065694,134.563654,no
324454,JP-0073,heliport,Tokushima Prefectural Central Hospital Helipad,34.075564,134.520477,no
324455,JP-0074,heliport,Kagawa University Hospital Helipad,34.291312,134.123937,no
324456,JP-0075,heliport,Yokoyama Ryu Memorial Comics Hall Helipad,33.558237,133.546947,no
324458,JP-0076,heliport,Kochi Medical School Hospital Helipad,33.595289,133.615336,no
324459,JP-0077,heliport,Tokushima Municipal Helipad,34.08257,134.563091,no
324460,JP-0078,heliport,Hyogo Prefectural Awaji Medical Care Center Helipad,34.34699,134.895619,no
324461,JP-0079,heliport,Kagawa Prefectural Chuo Hospital Helipad,34.348769,134.0626,no
324462,JP-0080,heliport,Kagawa Prefectural Office Main Building Helipad,34.340293,134.042883,no
324495,JP-0081,heliport,Yoshima Helipad,34.394321,133.819549,no
324529,JP-0082,heliport,Ajicho Helipad,34.406633,134.106749,no
324551,JP-0083,heliport,Tonosho Highashi (Meguriike) Helipad,34.47594,134.181269,no
324588,JP-0084,heliport,Umaki Heliport,34.472263,134.314669,no
324975,JP-0086,heliport,Niihama Heliport,33.950086,133.300058,no
18255,JPN,heliport,Pentagon Army Heliport,38.87409973,-77.05750275,no
18256,JRA,heliport,West 30th St. Heliport,40.754501,-74.007103,yes
18257,JRB,heliport,Downtown-Manhattan/Wall St Heliport,40.70119858,-74.00900269,no
18260,JY00,heliport,Pio Costa Enterprises Heliport,40.86289978,-74.31739807,no
18261,JY01,heliport,Hunterdon Medical Center Heliport,40.53070068,-74.86070251,no
18262,JY02,heliport,Trade Zone Heliport,40.89680099,-74.71910095,no
18265,JY05,heliport,Eayrestown Helistop,39.957901,-74.76850128,no
18266,JY06,heliport,The Farm Heliport,40.67229843,-74.69409943,no
18269,JY09,heliport,Firmenich Incorporated Heliport,40.33399963,-74.6167984,no
18270,JY11,heliport,Newark Academy Heliport,40.77730179,-74.35849762,no
18271,JY12,heliport,International Crossroads Heliport,41.10430145,-74.16400146,no
18272,JY13,heliport,Colgate-Palmolive/Mennen Heliport,40.81399918,-74.47319794,no
18273,JY14,heliport,Halka Heliport,40.22079849,-74.39170074,no
18274,JY15,heliport,My Girls Helistop,39.891499,-74.811302,no
18275,JY16,heliport,Merrill Creek Reservoir Heliport,40.74000168,-75.09059906,no
18277,JY18,heliport,Warren Hopely Heliport,39.92829895,-74.7621994,no
18278,JY19,heliport,Commerce Bank Heliport,39.97330093,-74.18219757,no
18279,JY20,heliport,"Bower, Schman & Welch Heliport",40.77080154,-74.98110199,no
18280,JY21,heliport,New Jersey Turnpike Heliport,40.31650162,-74.49009705,no
18281,JY22,heliport,Hackettstown Hospital Heliport,40.86180115,-74.81490326,no
18282,JY23,heliport,Transco Station Sosh Heliport,40.52199936,-74.73179626,no
18284,JY25,heliport,Liberty Cross Landing Heliport,40.72320175,-74.68789673,no
18285,JY26,heliport,Bridgeton Heliport,39.41400146,-75.81629944,no
18286,JY27,heliport,White Willow Heliport,40.92819977,-74.84400177,no
18287,JY28,heliport,Atlantic City Medical Center Heliport,39.47919846,-74.53970337,no
18288,JY29,heliport,Westwood Heliport,40.98419952,-74.01609802,no
18289,JY30,heliport,Breezy Acres Farm Heliport,39.72859955,-74.83660126,no
18291,JY32,heliport,Bayside State Prison Heliport,39.24126938,-74.95133758,no
18293,JY34,heliport,At&T Bedminster Heliport,40.66669846,-74.63330078,no
18295,JY36,heliport,Mianecki Heliport,41.0367012,-74.84719849,no
18296,JY37,heliport,Monk Heliport,40.57500076,-75.07499695,no
18297,JY38,heliport,Edison Heliport,40.51720047,-74.34559631,no
18298,JY40,heliport,Hess Plaza Heliport,40.54719925,-74.29599762,no
316113,KEBY,heliport,US Coast Guard Station Neah Bay Heliport,48.3704528,-124.5981194,no
19852,KFCT,heliport,Vagabond Army Heliport,46.66650009,-120.4540024,no
17593,KGFA,heliport,Malmstrom Air Force Base,47.50469971,-111.1869965,no
300160,KGWN,heliport,Winn Army Community Hospital Helipad,31.87416667,-81.59666667,no
20065,KHMY,heliport,Muldrow Army Heliport,35.02640152,-97.2315979,no
18258,KJSD,heliport,Sikorsky Heliport,41.2492981,-73.09680176,no
20485,KMDA,heliport,Martindale Army Heliport,29.43129921,-98.37779999,no
300162,KNHU,heliport,Norfolk Naval Station Heliport,36.94805556,-76.29611111,no
300161,KNLW,heliport,Naval Station Newport Helipad,41.50388889,-71.32583333,no
300164,KNPI,heliport,Site 8 NOLF,30.54305556,-87.36805556,no
20663,KNVI,heliport,Pace Nolf Heliport,30.6996994,-87.19560242,no
20670,KNZX,heliport,Harold Nolf Heliport,30.6807003,-86.8871994,no
318168,KP-0021,heliport,Sinuiju Elite Area Heliport,40.0795,124.498079,no
315832,KP-0066,heliport,Hyangsan Heliport,40.026228,126.175337,no
322934,KP-0069,heliport,Pukch__ang Airbase East Heliport,39.49,125.995417,no
322960,KP-0071,heliport,Masikryong Ski Resort Heliport,39.062549,127.249958,no
323072,KP-0079,heliport,P__yongnyung-Ni Helicopter Base,40.969416,129.248378,no
323073,KP-0080,heliport,Pyongyang City Heliport (K-24),39.04152,125.809958,no
24076,KPCA,heliport,Picacho Stagefield Heliport,32.66278939,-111.4879704,no
300037,KR-0001,heliport,Uisang Bong Heliport,35.67879,126.591226,no
300041,KR-0002,heliport,Palgong San Heliport,36.024612,128.696181,no
300042,KR-0003,heliport,Irwol San Heliport,36.803357,129.101661,no
300043,KR-0004,heliport,Ganghwa Do Heliport,37.767488,126.437163,no
300044,KR-0005,heliport,Mangilsan Heliport,36.937165,126.44451,no
300096,KR-0006,heliport,C 503 Heliport,36.43055556,127.4497222,no
300378,KR-0009,heliport,C 137 Heliport,37.840542,126.939267,no
321237,KR-0012,heliport,Panmunjom Helipad (H-128),37.954616,126.677261,no
322622,KR-0013,heliport,Daejon Government Heliport,36.362654,127.382838,no
322623,KR-0014,heliport,Chulmae Heliport,36.302602,126.526338,no
322624,KR-0015,heliport,Nonsan Training Group Heliport,36.111924,127.106763,no
322691,KR-0016,heliport,Korean International Circuit Heliport,34.730671,126.424817,no
322707,KR-0018,heliport,Chuja Port Heliport,33.941188,126.324899,no
322708,KR-0019,heliport,Taes_-ri Heliport,33.965208,126.291626,no
322724,KR-0020,heliport,Seogwipo Heliport,33.238596,126.56717,no
322725,KR-0021,heliport,Gangjeong Naval Base Heliport,33.227151,126.480542,no
322726,KR-0022,heliport,Busan (Jakjeon) Naval Base Heliport,35.096114,129.102606,no
322742,KR-0023,heliport,Bukpo-ri Heliport,37.955365,124.669247,no
322757,KR-0024,heliport,Okchuk-tong Heliport,37.843934,124.705631,no
322759,KR-0026,heliport,N-209 Helipad,37.775082,124.756558,no
322760,KR-0027,heliport,Yeonpyeong-Myeon Heliport,37.664068,125.69797,no
322761,KR-0028,heliport,Seohanri Helipad,37.772865,126.206976,no
322763,KR-0029,heliport,Seogeom-ri Helipad,37.720786,126.218855,no
322764,KR-0030,heliport,Mibeop Helipad,37.725666,126.269817,no
322788,KR-0031,heliport,Palhakgol Helipad,37.735647,126.832934,no
322795,KR-0032,heliport,Irwolbong Helipad,37.910285,126.813988,no
322814,KR-0033,heliport,377th Medical Company (AA) Dustoff - Flight Line,37.766883,127.03826,no
322832,KR-0034,heliport,ROK Army 102nd Armor Brigade Heliport,38.145239,128.602998,no
322833,KR-0035,heliport,Barami Heliport,36.538946,128.72847,no
322835,KR-0037,heliport,C-326 Heliport,38.132472,127.531786,no
322842,KR-0038,heliport,Majang-ro Heliport,37.496329,126.698308,no
322862,KR-0039,heliport,C-286A Heliport,37.457278,127.191347,no
322869,KR-0040,heliport,ROK Army Capital Defense Command Heliport,37.462462,126.984004,no
323125,KR-0042,heliport,Gapado Heliport,33.168004,126.278714,no
323152,KR-0043,heliport,Majang-ro Heliport,37.496331,126.698311,no
323153,KR-0044,heliport,Sangok-dong Heliport,37.501438,126.697648,no
323232,KR-0045,heliport,Janggo-do Heliport,36.388491,126.335561,no
323234,KR-0046,heliport,Keo Jin Helipad,38.474202,128.44191,no
323256,KR-0047,heliport,Okchuk-tong Heliport,37.843934,124.705631,no
323264,KR-0048,heliport,Mahyeon-ri Helipad,38.238189,127.540616,no
323302,KR-0051,heliport,Brooklyn Hill Heliport (H-810),35.422562,128.991986,no
323303,KR-0052,heliport,C-104 Heliport,37.4794,126.736146,no
323311,KR-0053,heliport,C-149 Heliport,37.396095,126.898506,no
323328,KR-0054,heliport,C-154 Heliport,37.780978,126.75402,no
323329,KR-0055,heliport,C-155 Helipad,37.801886,126.759634,no
323330,KR-0056,heliport,Warrior Base Heliport,37.917693,126.740094,no
323334,KR-0058,heliport,C-185 Heliport,37.648361,126.227269,no
323338,KR-0059,heliport,C-189 Heliport,37.947362,126.953346,no
323340,KR-0060,heliport,C 233 Heliport,38.2426766,127.101333,no
323355,KR-0061,heliport,C-309 Heliport,37.995941,127.504143,no
323356,KR-0062,heliport,C-324 Heliport,37.84125,127.792848,no
323357,KR-0063,heliport,C-430 Heliport,38.082725,127.954352,no
323368,KR-0065,heliport,C-502 Heliport,36.563052,127.281431,no
323369,KR-0066,heliport,C-513 Heliport,37.279546,127.579779,no
323370,KR-0067,heliport,C-520 Heliport,36.135546,126.558276,no
323372,KR-0068,heliport,C-620 Heliport,36.312454,127.222321,no
323373,KR-0069,heliport,C-708 Heliport,35.901392,126.680461,no
323387,KR-0070,heliport,C-722 Heliport,35.123794,127.01,no
323460,KR-0071,heliport,Dartboard Heliport (H-811),35.740092,128.689052,no
323497,KR-0073,heliport,H-253 Heliport,37.447415,126.991283,no
323499,KR-0074,heliport,H-610 Heliport,37.01656,127.523549,no
323506,KR-0075,heliport,Irwolbong Helipad,37.910287,126.813987,no
323514,KR-0076,heliport,Munhak Heliport (C-107),37.430769,126.675676,no
323515,KR-0077,heliport,N-103 Heliport,36.013126,129.422592,no
323516,KR-0078,heliport,N-107 Helipad,36.043972,129.567363,no
323531,KR-0079,heliport,N-108 Helipad,35.703167,129.472313,no
323535,KR-0080,heliport,N-202 Heliport,37.460086,126.595894,no
323536,KR-0081,heliport,Incheon Pier 7 Helipad,37.460084,126.595896,no
323537,KR-0082,heliport,Incheon Pier 7 Helipad,37.464374,126.594959,no
323538,KR-0083,heliport,Incheon Maritime Police Helipad,37.462443,126.595869,no
323540,KR-0084,heliport,N-213 Heliport,37.764736,126.539843,no
323541,KR-0085,heliport,N-223 Heliport,37.610866,126.416875,no
323542,KR-0086,heliport,N-224 Heliport,37.68769,126.587002,no
323543,KR-0087,heliport,N-306 Heliport,35.343414,126.029666,no
323544,KR-0088,heliport,N-311 Heliport,34.663415,126.654565,no
323545,KR-0089,heliport,N-312 Heliport,34.610045,126.024293,no
323547,KR-0090,heliport,N-313 Helipad,34.304782,126.765586,no
323548,KR-0091,heliport,N-314 Heliport,34.838626,126.082562,no
323549,KR-0092,heliport,N-317 Heliport,33.392276,126.495388,no
323576,KR-0093,heliport,C-256 Heliport,37.736046,127.029588,no
323577,KR-0094,heliport,C-256 Heliport,37.736046,127.029588,no
323578,KR-0095,heliport,C-256 Heliport,37.736046,127.029588,no
323579,KR-0096,heliport,C-255 Heliport,37.894467,127.155005,no
324067,KR-0097,heliport,Soya-ri Heliport (______ ______),37.212622,126.181589,no
324068,KR-0098,heliport,Jawol-myeon Heliport (______ ________),37.249679,126.310622,no
324069,KR-0099,heliport,Byeollangeum Helipad,37.263633,126.292961,no
324070,KR-0100,heliport,Jawolseo-ro Helipad,37.269299,126.28616,no
324071,KR-0101,heliport,Naep__y_ng-ni Helipad,37.250692,126.447441,no
324075,KR-0102,heliport,Hyundai-Kia Automotive Group Namyang R&D Center Helipads,37.152711,126.815416,no
324080,KR-0103,heliport,Salgoji Heliport,37.15602,126.651909,no
324082,KR-0104,heliport,Pakkakori-s_m Helipad,37.184868,126.654219,no
324083,KR-0105,heliport,Joongang Heights Helipad,37.65917,126.767405,no
324084,KR-0106,heliport,Joongang Heights Ville Helipad,37.658781,126.767984,no
324085,KR-0107,heliport,Rodeo Suite Helipad,37.660206,126.770685,no
324086,KR-0108,heliport,Samsung Laqvill Helipad,37.660989,126.765833,no
324093,KR-0109,heliport,Kolon Lake Polls-II North Helipad,37.66299,126.763639,no
324094,KR-0110,heliport,Kolon Lake Polls-II South Helipad,37.662466,126.764152,no
324095,KR-0111,heliport,Kolon Lake Polls-III West Helipad,37.663483,126.764358,no
324097,KR-0112,heliport,Kolon Lake Polls-III East Helipad,37.663714,126.764757,no
324098,KR-0113,heliport,Yang Woo West Helipad,37.664801,126.766546,no
324099,KR-0114,heliport,Yang Woo East Helipad,37.665011,126.76686,no
324100,KR-0115,heliport,Hyundai i__Space Helipad,37.663365,126.770849,no
324101,KR-0116,heliport,Seoul National University School of Medicine Hospital Helipad,37.580048,126.999086,no
324102,KR-0117,heliport,Kyunghee Medical Medical Hospital Heliport,37.5936,127.051496,no
324104,KR-0118,heliport,Samsung Medical Center Helipad,37.488244,127.085273,no
324111,KR-0119,heliport,Rosedale Building North Helipad,37.487629,127.10338,no
324112,KR-0120,heliport,Rosedale Building South Helipad,37.486714,127.103311,no
324113,KR-0121,heliport,National Police Hospital Heliport,37.496508,127.123605,no
324114,KR-0122,heliport,Poonglim Want North Helipad,37.389569,127.122549,no
324115,KR-0123,heliport,Poonglim Want West Helipad,37.38907,127.121844,no
324116,KR-0124,heliport,Poonglim Want South Helipad,37.388589,127.12239,no
324134,KR-0125,heliport,Seoul National University Bundang Hospital Helipad,37.352297,127.123343,no
324144,KR-0126,heliport,Giljeon-ri Helipad,37.667765,126.452001,no
324145,KR-0127,heliport,Geomsan-dong Helipad,37.79612,126.751521,no
324147,KR-0128,heliport,Saeori-ro Helipad,37.808877,126.698162,no
324148,KR-0129,heliport,Odu Mountain Unification Observatory Helipad,37.773212,126.68008,no
324149,KR-0130,heliport,Odu Mountain Unification Observatory Helipad,37.773212,126.68008,no
324150,KR-0131,heliport,Odu Mountain Unification Observatory Helipad,37.773212,126.68008,no
324151,KR-0132,heliport,Odu Mountain Unification Observatory Helipad,37.773212,126.68008,no
324153,KR-0133,heliport,Sannam-ro Helipads,37.705409,126.696686,no
324155,KR-0134,heliport,Jangdan Helipad,37.939226,126.751208,no
324165,KR-0135,heliport,Gorangpo-ri Helipad,37.977964,126.829604,no
324166,KR-0136,heliport,Duhyeon-ri Helipad,38.038308,126.886019,no
324167,KR-0137,heliport,Baengnyeong-ri Helipad,38.056628,126.887657,no
324168,KR-0138,heliport,Jeokgeo-ri Helipads,38.179802,127.003192,no
324169,KR-0139,heliport,Deoksan-ri Helipads,38.23829,127.066294,no
324170,KR-0140,heliport,Domil-ri Helipad,38.259303,127.101329,no
324171,KR-0141,heliport,Myojang-ro Heliport,38.270551,127.145486,no
324172,KR-0142,heliport,Sanmyeong-ri Helipad,38.293567,127.178931,no
324173,KR-0143,heliport,Jeongyeong-gil Helipad,38.299242,127.347009,no
324175,KR-0144,heliport,Yongyang-ri Helipad,38.283046,127.497491,no
324180,KR-0145,heliport,Yangji-ri West Helipad,38.283579,127.517069,no
324181,KR-0146,heliport,Yangji-ri East Helipad,38.284501,127.527034,no
324182,KR-0147,heliport,Yangji-ri North Helipad,38.29187,127.53477,no
324183,KR-0148,heliport,Bangtong-ri Helipad,38.286356,127.55021,no
324188,KR-0149,heliport,Deungdae-ri North Helipad,38.308304,127.745601,no
324189,KR-0150,heliport,Deungdae-ri South Helipad,38.307402,127.745306,no
324190,KR-0151,heliport,Pungsan-ri East Helipad,38.273386,127.81451,no
324191,KR-0152,heliport,Pungsan-ri West Helipads,38.266556,127.808874,no
324195,KR-0153,heliport,Cheonmi-ri Helipad,38.303598,127.889805,no
324196,KR-0154,heliport,Heartbreak Ridge South Helipad,38.295924,128.013562,no
324198,KR-0155,heliport,Heartbreak Ridge North Helipad,38.300695,128.015867,no
324199,KR-0156,heliport,Ohyu-ri Helipad,38.285543,128.088065,no
324200,KR-0157,heliport,Ihyeon-ri Helipad,38.320311,128.111755,no
324201,KR-0158,heliport,Wolsan-ri West Helipad,38.320456,128.159953,no
324202,KR-0159,heliport,Wolsan-ri East Helipad,38.314054,128.170417,no
324203,KR-0160,heliport,Gajeon Helipad,38.351408,128.20568,no
324204,KR-0161,heliport,Gajeon-ri West Helipad,38.351408,128.20568,no
324205,KR-0162,heliport,Gajeon-ri East Helipad,38.348047,128.264949,no
324206,KR-0163,heliport,Gajeon-ri South Helipad,38.332784,128.270756,no
324209,KR-0164,heliport,Sacheon-ri Helipad,38.418166,128.311373,no
324235,KR-0165,heliport,Gomiseong-ri Helipad,38.429852,128.339042,no
324236,KR-0166,heliport,Songgang-ri Helipad,38.425887,128.342368,no
324238,KR-0167,heliport,Songgang-ri East Heliport,38.425784,128.344845,no
324240,KR-0168,heliport,Songgang-ri North Helipad,38.43367,128.35271,no
324241,KR-0169,heliport,Sangwon-ri Helipad,38.40695,128.30156,no
324267,KR-0170,heliport,Tapyeol-ri Helipad,38.399839,128.348492,no
324268,KR-0171,heliport,Sanbuk-ri Helipad,38.464816,128.357234,no
324269,KR-0172,heliport,Gomiseong-ri North Helipad,38.477279,128.339801,no
324270,KR-0173,heliport,Madal-ri,38.518189,128.356321,no
324271,KR-0174,heliport,Myeongpa-ri Helipad,38.553311,128.397962,no
324272,KR-0175,heliport,Myeongpa-ri East Helipad,38.553256,128.399588,no
324273,KR-0176,heliport,Jejin Helipad,38.571418,128.393423,no
324274,KR-0177,heliport,Myeongho-ri Heliport,38.583822,128.363241,no
324278,KR-0178,heliport,Songhyeon-ri Helipad,38.572299,128.342921,no
324283,KR-0179,heliport,Songhyeon-ri South Helipad,38.558955,128.347938,no
324284,KR-0180,heliport,Songhyeon-ri North Helipad,38.576859,128.345464,no
324285,KR-0181,heliport,Geomjang-ri Helipad,38.543466,128.346904,no
324286,KR-0182,heliport,Myeongpa-ri South Helipad,38.521314,128.335495,no
324288,KR-0183,heliport,Sangwon-ri West Helipad,38.399958,128.286519,no
324289,KR-0184,heliport,Cheondochon Helipad,38.237992,128.216771,no
324290,KR-0185,heliport,Cheondo-ri Helipad,38.240628,128.210988,no
324311,KR-0186,heliport,Wolhak-ri Helipad,38.146381,128.208403,no
324312,KR-0187,heliport,Wolhak-ri Helipad,38.157743,128.203856,no
324313,KR-0188,heliport,Seoheung-ri Helipad,38.200359,128.210699,no
324314,KR-0189,heliport,Seoheung-ri North Helipad,38.204576,128.210825,no
324315,KR-0190,heliport,Cheondo-ri East Helipad,38.219436,128.224091,no
324316,KR-0191,heliport,Cheondo-ri North Helipad North Helipad,38.230052,128.202126,no
324317,KR-0192,heliport,Hu-ri Helipad,38.310573,128.148074,no
324318,KR-0193,heliport,Bia-ri Helipad,38.277833,128.042379,no
324319,KR-0194,heliport,Bia-ri South Helipad,38.257052,128.04206,no
324320,KR-0195,heliport,Bia-ri East Helipad,38.261751,128.047036,no
324321,KR-0196,heliport,Geonsol-ri Helipad,38.283061,127.979133,no
324322,KR-0197,heliport,Geonsol-ri South Helipad,38.265432,127.983271,no
324323,KR-0198,heliport,Gobangsal-ri Helipad,38.250514,128.010582,no
324326,KR-0200,heliport,Wolun-ri Helipad,38.254708,128.046403,no
324327,KR-0201,heliport,Geonsol-ri West Helipad,38.27359,127.960183,no
324328,KR-0202,heliport,Geumaki-ri Helipad,38.229966,127.9074865,no
324329,KR-0203,heliport,Cheonmi-ri South Helipad,38.296719,127.904195,no
324330,KR-0204,heliport,Deungdae-ri East Helipad,38.284311,127.7766318,no
324331,KR-0205,heliport,Pungsan-ri South Helipad South Helipad,38.247116,127.785713,no
324333,KR-0206,heliport,Mahyeon-ri West Helipad,38.254866,127.579795,no
324336,KR-0208,heliport,Eupnae-ri Helipad,38.295227,127.424122,no
324337,KR-0209,heliport,Hoengsan-ri Helipad,38.113047,126.986026,no
324339,KR-0210,heliport,Mapo-ri Helipad,37.999331,127.005775,no
324340,KR-0211,heliport,C-122 Heliport,37.90143,126.735655,no
324346,KR-0212,heliport,C-820 Heliport,35.386108,129.064072,no
324347,KR-0213,heliport,C-820 Heliport,35.386108,129.064072,no
324669,KR-0214,heliport,Seoul National University Bundang Hospital Helipad,37.35242,127.123256,no
21081,KSLJ,heliport,Hagler Army Heliport,31.1738,-89.1912,no
300348,KW-0001,heliport,Patton Army Heliport,28.86361111,48.15111111,no
320809,KZ19,heliport,Davison Army Airfield Heliport,38.7174,-77.180402,no
300191,KZ23,heliport,West Bend Municipal Helipad,43.42194444,-88.13333333,no
300190,KZ24,heliport,Naval Medical Center Helipad,36.84833333,-76.31388889,no
300188,KZ26,heliport,Camp Roberts Heliport,35.79138889,-120.7427778,no
320807,KZ27,heliport,Pyramid Head Helipad,32.8366,-118.381601,no
320805,KZ32,heliport,Marine Corps Recruit Depot Heliport,32.3441,-80.6733,no
21461,L87,heliport,Ida's Heliport,33.00429916,-93.89320374,no
21467,LA00,heliport,Baton Rouge General Medical Center Heliport,30.39489937,-91.09449768,no
21469,LA02,heliport,Hammond Developmental Center Heliport,30.51840019,-90.5664978,no
43028,LA03,heliport,LSU University Hospital Heliport,29.95644379,-90.08496857,no
21472,LA05,heliport,Baton Rouge Heliport,30.36420059,-91.0490036,no
21473,LA06,heliport,St Luke General Hospital Heliport,30.40189934,-91.93509674,no
21475,LA08,heliport,Jesuits Bend Heliport,29.75830078,-90.03230286,no
21476,LA09,heliport,Air Logistics (Intracoastal City) Heliport,29.78409958,-92.16369629,no
21477,LA10,heliport,Metro Ambulance Service Heliport,32.50740051,-92.11119843,no
21478,LA11,heliport,Nl Baroid Heliport,29.09880066,-90.21040344,no
21479,LA12,heliport,La State Police Troop B Helipad Heliport,30.01239967,-90.23870087,no
21481,LA14,heliport,Coffman Heliport,32.51055527,-92.15083313,no
21485,LA18,heliport,Bunkie General Hospital Heliport,30.95249939,-92.17690277,no
21486,LA19,heliport,Cchcc Heliport,32.01670074,-93.33329773,no
21487,LA20,heliport,St Francis Cabrini Hospital Heliport,31.28409958,-92.46269989,no
21489,LA22,heliport,PG&E Livermore Training Center Heliport,37.699064,-121.709742,no
21490,LA23,heliport,Citizens Medical Center Heliport,32.0780983,-92.09420013,no
21491,LA24,heliport,St Tammany Parish Hospital Heliport,30.46780014,-90.11380005,no
21494,LA27,heliport,Texas Eastern Transmission Maintenance Hq Heliport,30.22380066,-93.12930298,no
21495,LA28,heliport,Louisiana State Police Headquarters Heliport,30.44820023,-91.10600281,no
21496,LA29,heliport,Byrd Memorial Hospital Heliport,31.13769913,-93.26909637,no
21504,LA37,heliport,West Feliciana Parish Hospital Heliport,30.78470039,-91.36530304,no
21506,LA39,heliport,Chalkley Heliport,30.01070023,-93.05130005,no
21510,LA43,heliport,Air Logistics 2 Heliport,30.04520035,-91.88150024,no
21511,LA44,heliport,Calpine Heliport,30.2307663,-90.06401825,no
21512,LA45,heliport,River West Medical Center Heliport,30.26210022,-91.24510193,no
21514,LA47,heliport,Marathon Venice Heliport,29.28610039,-89.36389923,no
21516,LA49,heliport,Fourchon Base Heliport,29.10269928,-90.18540192,no
21517,LA50,heliport,Mobil Heliport,30.1060009,-94.69490051,no
21522,LA55,heliport,Lake Charles Memorial Heliport,30.20490074,-93.19740295,no
21526,LA59,heliport,Thibodaux Regional Medical Center Heliport,29.78630066,-90.81400299,no
21529,LA62,heliport,Grand View Lodge Heliport,29.834722,-93.000556,no
21532,LA65,heliport,Acadian Medical Center Heliport,30.496667,-92.387222,no
21533,LA66,heliport,Arco Morgan City Heliport,29.64220047,-91.10199738,no
21536,LA69,heliport,Jenkins Heliport,30.47159958,-91.07959747,no
21537,LA70,heliport,Erath Heliport,29.91710091,-92.0515976,no
21539,LA72,heliport,Dauterive Hospital Heliport,30.00740051,-91.79399872,no
21541,LA74,heliport,Cagc Berwick Heliport,29.70470047,-91.22229767,no
21545,LA78,heliport,Cagc Dock Heliport,29.7894001,-93.32240295,no
21547,LA80,heliport,Popeyes Heliport,29.96829987,-90.18229675,no
21549,LA82,heliport,Va Medical Center Heliport,31.35320091,-92.43710327,no
43049,LA84,heliport,St Elizabeth Hospital,30.20944405,-90.93083191,no
21552,LA85,heliport,Odeco Cocodrie Heliport,29.24939919,-90.66200256,no
21553,LA86,heliport,Tenneco-Cocodrie Heliport,29.23719978,-90.66590118,no
21556,LA89,heliport,Southern Baptist Hospital Heliport,29.93740082,-90.10399628,no
21559,LA92,heliport,Union Dulac Heliport,29.37299919,-90.72059631,no
21560,LA93,heliport,Children's Hospital Heliport,29.916944,-90.128333,no
21562,LA95,heliport,Abbeville General Hospital Heliport,29.974361,-92.108433,yes
21563,LA96,heliport,Riverbend Heliport,30.7609005,-91.33860016,no
21564,LA97,heliport,Lady of the Sea Hospital Heliport,29.50020027,-90.33339691,no
21566,LA99,heliport,Medical Center of Baton Rouge Heliport,30.44210052,-91.00009918,no
